,Unnamed: 0.1,Word,ExpectedRate
0,0,.38 caliber/a,1.0
1,5,1000th/a,1.46640308389
2,10,100th/a,1.98059979981
3,15,101st/a,3.0
4,20,10th/a,2.90704432239
5,25,115th/a,4.0
6,30,11th/a,2.86209317244
7,35,120th/a,2.0
8,40,12th/a,3.12108836857
9,45,13th/a,4.01624057598
10,50,14th/a,2.58855884456
11,55,150th/a,5.0
12,60,15th/a,2.67672852025
13,65,16th/a,3.28466888124
14,70,17th/a,2.73326256291
15,75,18th/a,3.14427302997
16,80,19th/a,3.05833832603
17,85,2-dimensional/a,1.99402195361
18,90,200th/a,2.24553037605
19,95,20th/a,3.12647156727
20,100,21st/a,2.76930872195
21,105,22nd/a,3.54123448058
22,110,23rd/a,2.40696487076
23,115,24th/a,2.53353250451
24,120,25th/a,3.29231008955
25,125,26th/a,4.24820365572
26,130,27th/a,4.29950191497
27,135,28th/a,3.23513617318
28,140,29th/a,5.0
29,145,2d/a,2.07537904629
30,150,2nd/a,3.37046578066
31,155,3-dimensional/a,3.27379190349
32,160,300th/a,2.55498691407
33,165,30th/a,2.58985203514
34,170,31st/a,5.0
35,175,34th/a,3.54123448058
36,180,35th/a,3.12495580351
37,185,36th/a,5.0
38,190,38th/a,4.0
39,195,39th/a,5.0
40,200,3rd/a,3.21953834124
41,205,400th/a,2.0
42,210,40th/a,2.53353250451
43,215,44th/a,5.0
44,220,45th/a,5.0
45,225,46th/a,5.0
46,230,47th/a,3.0
47,235,49th/a,1.46640308389
48,240,4th/a,3.26293643744
49,245,500th/a,1.31881319396
50,250,50th/a,2.79642802914
51,255,5th/a,3.23973351034
52,260,60th/a,5.0
53,265,6th/a,3.14495226107
54,270,75th/a,2.0
55,275,7th/a,2.95609286139
56,280,85th/a,1.85130280265
57,285,8th/a,2.75789414759
58,290,9th/a,2.98007346494
59,295,a bit/r,3.02941804569
60,300,a couple of/a,3.00276827381
61,305,a few/a,2.96108457478
62,310,a good deal/r,2.96346386133
63,315,a great deal/r,3.21672358391
64,320,a hundred times/r,2.90093948153
65,325,a la carte/a,2.0
66,330,a la carte/r,2.0
67,335,a little/r,3.0966917592
68,340,a lot/r,3.01218556514
69,345,a million times/r,3.16383184421
70,350,a priori/a,3.20108964824
71,355,a priori/r,3.20108964824
72,360,a trifle/r,2.63970300285
73,365,a-ok/a,2.98777154378
74,370,a-okay/a,2.24173378669
75,375,a.m./r,3.65698386442
76,380,aback/r,3.44071017421
77,385,abandoned/a,4.0
78,390,abbreviated/a,2.91105960724
79,395,aberrant/a,5.0
80,400,abhorrent/a,2.34701344937
81,405,abject/a,3.18809870234
82,410,abjectly/r,5.0
83,415,able-bodied/a,4.0
84,420,able/a,3.09761989426
85,425,ably/r,3.68995108992
86,430,abnormal/a,2.76565905601
87,435,abnormally/r,1.97780390035
88,440,aboard/r,2.0
89,445,abominable/a,2.31158364513
90,450,abominably/r,2.12617748464
91,455,aboriginal/a,3.0
92,460,abortive/a,3.54123448058
93,465,about/a,5.0
94,470,about/r,2.72448660696
95,475,above all/r,3.39244135768
96,480,above-mentioned/a,2.918209068
97,485,above/a,2.48289202241
98,490,above/r,2.98785936836
99,495,abrasive/a,2.77346071012
100,500,abreast/r,3.0
101,505,abridged/a,2.80265128229
102,510,abroad/r,2.97230095518
103,515,abrupt/a,2.94297157455
104,520,abruptly/r,2.65506163263
105,525,absent/a,2.61695892882
106,530,absently/r,5.0
107,535,absentmindedly/r,2.79522552048
108,540,absolute/a,3.21030369462
109,545,absolutely/r,3.17967044302
110,550,absolutist/a,3.37110437324
111,555,absolved/a,2.06446524902
112,560,absorbent/a,1.0
113,565,absorbing/a,3.47217260651
114,570,abstinent/a,1.97275924748
115,575,abstract/a,2.88273144985
116,580,abstracted/a,4.0
117,585,abstractly/r,3.31296396216
