Word,ExpectedRate,avg
expansible,5,5
expansive,3.321219923,3.321219923
expectable,4,4
expectant,2.977037542,2.977037542
expectantly,4.557034656,4.557034656
expected,2.699886683,2.699886683
expeditionary,3,3
expeditiously,2,2
expendable,3.371104373,3.371104373
expensive,2.263734261,2.263734261
experienced,2.818619083,2.818619083
experiential,2.941594482,2.941594482
experimental,2.7487897,2.7487897
expert,3.655329528,3.655329528
expertly,4.077010495,4.077010495
explainable,1.977473754,1.977473754
explanatory,2.488112651,2.488112651
explicable,3,3
explicit,2.559511347,2.559511347
explicitly,2.858260138,2.858260138
exploitative,1.442537779,1.442537779
exploitive,1.948418848,1.948418848
explorative,4,4
exploratory,3.011157899,3.011157899
explosive,2.59353978,2.59353978
explosively,2.918209068,2.918209068
exponential,1,1
exponentially,2.113798212,2.113798212
exposed,3.094386385,3.094386385
expositive,5,5
expository,2.312122063,2.312122063
express,2.963330065,2.963330065
expressionistic,5,5
expressionless,2.533532505,2.533532505
expressive,3.09909178,3.09909178
expressly,2.870148499,2.870148499
exquisite,3.757747843,3.757747843
exquisitely,3.817769405,3.817769405
extant,2,2
extemporaneous,3.541234481,3.541234481
extended,2.668080871,2.668080871
extensional,3.371104373,3.371104373
extensive,3.05400921,3.05400921
extensively,3.105452379,3.105452379
exterior,3.18747162,3.18747162
external,3.03814589,3.03814589
externally,2.892095003,2.892095003
extinct,3.261785994,3.261785994
extra,2.815546684,2.815546684
extracurricular,1.72522749,1.72522749
extramarital,2.33174814,2.33174814
extraneous,2.438935154,2.438935154
extraordinarily,2.746230133,2.746230133
extraordinary,3.47812097,3.47812097
extraterrestrial,5,5
extravagant,3.739991198,3.739991198
extreme,2.868149761,2.868149761
extremely,2.881871692,2.881871692
extrinsic,2,2
exuberant,3.330490963,3.330490963
exuberantly,1.697155506,1.697155506
exultant,3,3
eye-catching,1.726966892,1.726966892
eye-popping,1.753996714,1.753996714
eyed,3.066558462,3.066558462
eyeless,5,5
fab,5,5
fabled,3.299327068,3.299327068
fabricated,1,1
fabulous,3.629853094,3.629853094
fabulously,3.823475419,3.823475419
face to face,3.499302893,3.499302893
face-saving,4,4
face-to-face,3.094386385,3.009563362
faceless,2.742879326,2.742879326
faceted,4.239183994,4.239183994
facetious,2.807317203,2.807317203
facial,2.546623048,2.546623048
facile,2.318618925,2.318618925
fact-finding,2.196953157,2.196953157
factual,3.0781187,3.0781187
factually,2.279878231,2.279878231
fahrenheit,2,2
faint-hearted,3.79048157,3.79048157
faint,3.564740005,3.564740005
fainthearted,3.371104373,3.371104373
faintly,2.26520669,2.26520669
fair to middling,2,2
fair,2.357695701,2.357695701
fairly,2.753911094,2.753911094
faithful,3.265031264,3.265031264
faithfully,3.038498948,3.038498948
faithless,2.796704393,2.796704393
fake,2.482425122,2.482425122
fallacious,5,5
fallen,3.371104373,3.371104373
fallible,3.026139129,3.026139129
fallow,3.188323523,3.188323523
FALSE,2.398018907,2.398018907
falsely,2.455384399,2.455384399
falsifiable,5,5
famed,2.699482524,2.699482524
familial,3.251377407,3.251377407
familiar,3.097278675,3.097278675
familiarised,4,4
familiarly,2.196953157,2.196953157
famous,2.980041509,2.980041509
famously,3.012557222,3.012557222
fanatic,3.045304053,3.045304053
fanatical,2.467131225,2.467131225
fanatically,4.239183994,4.239183994
fanciful,2.942461405,2.942461405
fancy-free,2,2
fancy,2.686542243,2.686542243
fantabulous,2.952130607,2.952130607
fantastic,3.822605094,3.822605094
fantastical,3.192224611,3.192224611
fantastically,3.291836122,3.291836122
far and away,3.014563072,3.014563072
far and wide,4.758674585,4.758674585
far left,4.557034656,4.557034656
far-flung,2.978380673,2.978380673
far-off,3.075834173,3.075834173
far-out,2.79522552,2.79522552
far-right,1.72522749,1.72522749
far,3.055570498,3.00224498
faraway,3.753458102,3.753458102
farcical,2.460214183,2.460214183
farcically,1,1
farfetched,2.747488696,2.747488696
farther,5,3.912752061
farthest,2.56344352,2.56344352
fascinating,3.467861954,3.467861954
fascinatingly,3.270392883,3.270392883
fascist,2.354306212,2.354306212
fascistic,1.466403084,1.466403084
fashionable,2.728471967,2.728471967
fashionably,2.72678161,2.72678161
fast asleep,2.196953157,2.196953157
fast-growing,1,1
fast-paced,3.279974726,3.279974726
fast,3.220918346,3.218251446
faster,3.211733156,3.211733156
fastidious,3.007331415,3.007331415
fastidiously,4,4
fat,2.426311839,2.426311839
fatal,2.699963855,2.699963855
fatalist,1,1
fatalistic,2.460354528,2.460354528
fatally,3.265357233,3.265357233
fated,4,4
fateful,3.257364114,3.257364114
fatherless,5,5
fatherly,4,4
fathomable,5,5
fatty,2.879982616,2.879982616
fatuous,1.585182648,1.585182648
faultless,3.793411912,3.793411912
faulty,2.607194203,2.607194203
faustian,2,2
faux,2.469823502,2.469823502
favorable,2.848860261,2.848860261
favorably,2.682245357,2.682245357
favored,2.795943165,2.795943165
favorite,3.926500401,3.926500401
favourable,2.527062712,2.527062712
fearful,3.372595812,3.372595812
fearfully,4.386034674,4.386034674
fearless,3.116378053,3.116378053
fearlessly,3.679274827,3.679274827
fearsome,3.40079373,3.40079373
feasible,2.5240589,2.5240589
feasibly,3,3
feathered,5,5
featured,2.676457583,2.676457583
featureless,4.041827698,4.041827698
fecal,1,1
feckless,1.753996714,1.753996714
fecund,4,4
fed up,2.245835888,2.245835888
federal,2.533532505,2.533532505
federally,4,4
feeble,2.224341389,2.224341389
feebleminded,1.753996714,1.753996714
feebly,3,3
feelingly,4,4
feigned,5,5
feisty,2.62772026,2.62772026
felicitous,4.386034674,4.386034674
feline,3.169764526,3.169764526
fell,5,5
female,2.665578139,2.665578139
feminine,2.849530103,2.849530103
feminist,2.65275988,2.65275988
feral,2.621813388,2.621813388
ferocious,2.369748067,2.369748067
ferociously,2.924740339,2.924740339
fertile,2.517785341,2.517785341
fervent,3.053566627,3.053566627
fervently,2.870148499,2.870148499
festive,4.386034674,4.386034674
fetal,2.873973209,2.873973209
fetid,1.466403084,1.466403084
feudal,3.967405586,3.967405586
feudalistic,1,1
fevered,3.291376381,3.291376381
feverish,2.949513886,2.949513886
feverishly,2.81414297,2.81414297
few,2.916322763,2.916322763
fewer,2.686398606,2.686398606
fewest,3.124955804,3.124955804
fickle,2.535041915,2.535041915
fictional,3.270561036,3.270561036
fictitious,3.313785163,3.313785163
fictive,3.206619426,3.206619426
fidgety,1,1
fiduciary,5,5
fiendish,3,3
fiendishly,2.904151288,2.904151288
fierce,3.252416927,3.252416927
fiercely,3.027529364,3.027529364
fiery,1.994808778,1.994808778
fifteen,2.6636666,2.6636666
fifteenth,3.799770825,3.799770825
fifth,3.037874885,3.037874885
fiftieth,2,2
fifty-eight,1,1
fifty-fifty,3,3
fifty-nine,3,3
fifty-one,4.173270507,4.173270507
fifty-six,3,3
fifty-three,5,5
fifty-two,1,1
fifty,2.508089219,2.508089219
figurative,2.683521758,2.683521758
figuratively,3.047594493,3.047594493
fijian,5,5
filial,3.594297683,3.594297683
filmy,4,4
filthily,5,5
filthy,2.21260393,2.21260393
final,3.026206058,3.026206058
finally,2.906823384,2.906823384
financial,2.872927245,2.872927245
financially,2.647021264,2.647021264
fine-toothed,4,4
fine,2.621317133,2.621317133
finely,3.760336924,3.760336924
finer,3.395057717,3.395057717
fingerless,5,5
finicky,3.753458102,3.753458102
finished,2.967820129,2.967820129
finite,3.035896135,3.035896135
finnish,2.977037542,2.977037542
fire-retardant,3,3
fireproof,4,4
firm,3.112633041,3.112633041
firmly,2.725038572,2.725038572
first and last,2.702047091,2.702047091
first class,3.635492694,3.635492694
first of all,2.528639318,2.528639318
first off,2.479987964,2.479987964
first-class,4.557034656,4.557034656
first-rate,3.551547709,3.551547709
first-year,5,5
first,3.01702279,3.128155488
firstborn,5,5
firsthand,3.760492597,3.307078499
firstly,2.752595644,2.752595644
fiscal,3.541234481,3.541234481
fishy,3.223470665,3.223470665
fit,2.851741083,2.851741083
fitful,2.518492094,2.518492094
fitfully,2.394258351,2.394258351
fitting,3.135272769,3.135272769
fittingly,2.768682371,2.768682371
five hundred,2.199323686,2.199323686
five-fold,4,4
five-year-old,1.957406721,1.957406721
fixed,2.187366277,2.187366277
fizzy,1.823538297,1.823538297
flabby,2,2
flaccid,1.204315619,1.204315619
flag-waving,1,1
flagging,2.904151288,2.904151288
flagrant,1.964407974,1.964407974
flagrantly,1.420641236,1.420641236
flakey,1.753996714,1.753996714
flaky,2.149813882,2.149813882
flamboyant,2.78713047,2.78713047
flamboyantly,2,2
flaming,1.442917783,1.442917783
flammable,1.697155506,1.697155506
flashy,2.523495316,2.523495316
flat out,2.3614947,2.3614947
flat,2.13420613,2.499868805
flatly,2.241733787,2.241733787
flattering,2.471795771,2.471795771
flatulent,2.104809796,2.104809796
flavorful,2.815406317,2.815406317
flavorless,1,1
flawed,3.522226738,3.522226738
flawless,3.239170346,3.239170346
flawlessly,3.486233897,3.486233897
flea-bitten,5,5
fledged,5,5
fledgling,4.386034674,4.386034674
fleeting,3.326792412,3.326792412
flemish,4.386034674,4.386034674
flesh-eating,4,4
fleshed out,2.968161232,2.968161232
fleshy,3.054115618,3.054115618
flexible,2.557747637,2.557747637
flexibly,4,4
flighty,2.297169942,2.297169942
flimsy,1.943767286,1.943767286
flinty,2.554986914,2.554986914
flip,2.7458952,2.7458952
flippant,2.745318577,2.745318577
flippantly,2.445982389,2.445982389
flirtatious,1.76826283,1.76826283
floored,5,5
floppy,2.547468292,2.547468292
floral,2.604341089,2.604341089
florid,2.376139777,2.376139777
floridly,2,2
flourishing,4.386034674,4.386034674
flowered,5,5
flowery,2.422508225,2.422508225
flowing,3.096215075,3.096215075
fluctuating,3,3
fluent,3.303658683,3.303658683
fluently,2.782008763,2.782008763
fluffy,2.727042307,2.727042307
fluid,3.265215654,3.265215654
fluorescent,4,4
flush,2.963330065,2.963330065
flushed,3.559980897,3.559980897
flustered,4,4
fly-by-night,1,1
focal,3.303599535,3.303599535
focused,2.783829269,2.783829269
focussed,4,4
foetid,1,1
foggy,3.241727472,3.241727472
foiled,3.284018475,3.284018475
foldable,3,3
folding,2.819956432,2.819956432
folksy,2.474790643,2.474790643
following,2.909997033,2.909997033
fond,2.83329206,2.83329206
fondly,3.38460871,3.38460871
foodless,5,5
foolhardy,5,5
foolish,2.865979741,2.865979741
foolishly,2.200917929,2.200917929
for 24 hours,2.120638473,2.120638473
for a song,2,2
for a while,3.182322503,3.182322503
for all intents and purposes,3.327563848,3.327563848
for all practical purposes,5,5
for all the world,2.670036789,2.670036789
for anything,2.73733909,2.73733909
for certain,3.078995283,3.078995283
for dear life,3.438525424,3.438525424
for each one,4.456031566,4.456031566
for each person,3.694006319,3.694006319
for example,2.819308877,2.819308877
for free,2.397504941,2.397504941
for good measure,2.773356255,2.773356255
for good,2.760685,2.760685
for instance,2.632590324,2.632590324
for keeps,4.653531998,4.653531998
for love or money,3,3
for one,2.837116649,2.837116649
for sale,2.028259351,2.028259351
for short,3.06002705,3.06002705
for sure,3.204609668,3.204609668
for that matter,2.779498635,2.779498635
for the first time,3.512287996,3.512287996
for the moment,2.804815097,2.804815097
for the most part,2.754848778,2.754848778
for the time being,2.718289405,2.718289405
forbidden,2.835360065,2.835360065
forced,2.347426119,2.347426119
forceful,3.111102349,3.111102349
forcefully,2.917165089,2.917165089
forcibly,2.056243158,2.056243158
foreboding,3.661935581,3.661935581
foregone,2.962842436,2.962842436
foreign,3.062352557,3.062352557
foremost,3.092950692,3.275359313
forensic,2.592660516,2.592660516
foreseeable,2.618215043,2.618215043
foreshadowing,2.72678161,2.72678161
forested,3,3
forever and a day,2.276764655,2.276764655
forever,2.936266515,2.936266515
forgetful,3.268515143,3.268515143
forgettable,2.209988415,2.209988415
forgivable,2.733038057,2.733038057
forgiving,3.075965184,3.075965184
forlorn,3.613706685,3.613706685
formal,3.204468087,3.204468087
formalistic,1,1
formally,2.645711836,2.645711836
formative,2.97520416,2.97520416
formed,2.583542611,2.583542611
former,2.934042001,2.934042001
formerly,2.832305588,2.832305588
formidable,2.285033006,2.285033006
formless,2.563911569,2.563911569
formulaic,2.308419273,2.308419273
forth,3.143264204,3.143264204
forthcoming,3.206619426,3.206619426
forthright,3.305851731,3.305851731
forthrightly,2,2
fortnightly,3,3
fortuitous,2.711517505,2.711517505
fortuitously,2.918209068,2.918209068
fortunate,3.439502014,3.439502014
fortunately,2.738899489,2.738899489
forty-eight,4.386034674,4.386034674
forty-fifth,2,2
forty-five,3.449876208,3.449876208
forty-four,5,5
forty-nine,2,2
forty-two,4.557034656,4.557034656
forty,2.696965023,2.696965023
forward-moving,5,5
forward,2.628968977,2.963267315
forwards,2.976734184,2.976734184
fossil,5,5
foster,3.224859669,3.224859669
foul-mouthed,2.464584848,2.464584848
foul,2.333413342,2.333413342
found,2.742941665,2.742941665
four hundred,2.371809919,2.371809919
four times,3.159278363,3.159278363
four-year-old,4.386034674,4.386034674
fourteenth,3.541234481,3.541234481
fourth,3.131661438,3.758848056
foxy,2.583542611,2.583542611
fractional,5,5
fractious,2,2
fragile,3.148093877,3.148093877
fragmental,3,3
fragmentary,2.66689837,2.66689837
fragmented,2.902004429,2.902004429
fragrant,4,4
frail,2.972370576,2.972370576
frank,3.216532707,3.216532707
frankly,2.226222057,2.226222057
frantic,2.92760238,2.92760238
frantically,3.209023136,3.209023136
fraternal,3.675103293,3.675103293
fraudulent,3.282327202,3.282327202
fraught,3.134000407,3.134000407
freakish,2.570590314,2.570590314
freakishly,2.450453604,2.450453604
freaky,2.650069565,2.650069565
free of charge,4,4
free-thinking,3.035606826,3.035606826
free,2.886636499,2.978679907
freelance,4,4
freely,2.875654813,2.875654813
french,2.772308714,2.772308714
frenetic,2.072573209,2.072573209
frenzied,3.69555705,3.69555705
frequent,3.022193044,3.022193044
frequently,2.888691824,2.888691824
fresh,3.352620191,3.352620191
freshly,3.254612546,3.254612546
freudian,2.441391886,2.441391886
fried,2.211577423,2.211577423
friendless,2.32715582,2.32715582
friendly,3.001288496,3.001288496
frightened,3.0743234,3.0743234
frightening,3.38438256,3.38438256
frighteningly,3.582022731,3.582022731
frightful,1.697155506,1.697155506
frightfully,2.716824324,2.716824324
frigid,2.331482301,2.331482301
frigidly,4,4
frilly,2.977037542,2.977037542
fringy,4,4
frisky,2,2
frivolous,2.669526025,2.669526025
frivolously,5,5
frizzy,2,2
from each one,3.851923716,3.851923716
from head to toe,2.72678161,2.72678161
from nowhere,2.628951395,2.628951395
from scratch,3.670025738,3.670025738
from start to finish,3.424084577,3.424084577
from the heart,3.081976093,3.081976093
from time to time,3.176049671,3.176049671
from way back,2.722509894,2.722509894
front,2.99355065,2.99355065
frontal,1,1
frosted,5,5
frosty,3.164366113,3.164366113
frothing,1.753996714,1.753996714
frothy,2.583487687,2.583487687
frozen,2.810074359,2.810074359
frugal,4,4
fruitful,2.323895618,2.323895618
fruitfully,2,2
fruitless,3.094386385,3.094386385
fruitlessly,2.554986914,2.554986914
fruity,5,5
frumpy,3.85445273,3.85445273
frustrated,2.676944555,2.676944555
frustrating,2.593063032,2.593063032
fucked-up,1.853409108,1.853409108
fucking,2.072303362,2.072303362
fugitive,2.977963144,2.977963144
full of life,3.75861422,3.75861422
full-blooded,5,5
full-blown,2.78966147,2.78966147
full-bodied,5,5
full-fledged,2.783823733,2.783823733
full-grown,2.097058667,2.097058667
full-length,3.411004254,3.411004254
full-page,3,3
full-scale,3.541234481,3.541234481
full-size,2,2
full-term,3.371104373,3.371104373
full-time,3.151060058,2.075530029
full,3.072466017,3.729250346
fully grown,2.409732365,2.409732365
fully,3.076888715,3.076888715
fulsome,4,4
functional,2.579257769,2.579257769
functionally,2.086486642,2.086486642
fundamental,2.824997985,2.824997985
fundamentalist,2.628172371,2.628172371
fundamentally,2.454876187,2.454876187
funereal,3,3
fungible,4,4
funky,2.635688983,2.635688983
funnily,2.767552264,2.767552264
funny,3.112901589,3.112901589
furious,2.535681725,2.535681725
furiously,2.913575983,2.913575983
furrowed,3.094386385,3.094386385
furry,2.688067204,2.688067204
further,2.563586934,2.641641922
furthermore,2.432718547,2.432718547
furthest,4.24540338,4.24540338
furtive,1.870037542,1.870037542
furtively,3.541234481,3.541234481
fussy,3.757623172,3.757623172
fusty,2.697322922,2.697322922
futile,2.787833191,2.787833191
futilely,1.697155506,1.697155506
future day,5,5
future,3.134405311,3.134405311
futureless,5,5
futuristic,3.259703242,3.259703242
fuzzy,2.958884551,2.958884551
gaga,2.405336226,2.405336226
gainful,5,5
gainfully,4.557034656,4.557034656
galactic,3.484067595,3.484067595
gallant,2.409009383,2.409009383
galling,1.724319569,1.724319569
gambian,5,5
gamely,1,1
gaping,2.233892337,2.233892337
gargantuan,3.654995375,3.654995375
garish,2.537308972,2.537308972
garishly,3,3
garlicky,3,3
garrulous,3,3
gaseous,1.753996714,1.753996714
gassy,3.541234481,3.541234481
gastric,1.753996714,1.753996714
gastrointestinal,1.753996714,1.753996714
gastronomical,3.371104373,3.371104373
gaudily,5,5
gaudy,4.611181062,4.611181062
gaunt,2.113562375,2.113562375
gauzy,4,4
gawky,2.196953157,2.196953157
gay,2.533180603,2.533180603
genealogical,3.851923716,3.851923716
general,2.729009987,2.729009987
generalized,1.697155506,1.697155506
generally,2.666299173,2.666299173
generational,2.787043482,2.787043482
generative,2.583542611,2.583542611
generic,2.081994977,2.081994977
generically,1.743352174,1.743352174
generous,2.320814247,2.320814247
generously,2.474930178,2.474930178
genetic,3.433247577,3.433247577
genetically,3.331239437,3.331239437
genial,2.990211928,2.990211928
genital,2.354084334,2.354084334
genteel,3.238486645,3.238486645
gentile,3.22012448,3.22012448
gentle,3.472725611,3.472725611
gentlemanlike,4,4
gentlemanly,5,5
gently,3.085832885,3.085832885
genuine,2.998046895,2.998046895
genuinely,2.881550596,2.881550596
geocentric,1,1
geodesic,5,5
geographic,2.873763967,2.873763967
geographical,2.901531144,2.901531144
geographically,3.430091754,3.430091754
geological,2.72678161,2.72678161
geometric,5,5
geometrical,3,3
geopolitical,2.373461028,2.373461028
georgian,5,5
geriatric,3.211775443,3.211775443
german,2.818010718,2.818010718
germinal,4,4
gestational,3,3
ghanian,4,4
ghastly,1.878301956,1.878301956
ghostlike,5,5
ghostly,2.776964399,2.776964399
ghoulish,3.541273176,3.541273176
giant,2.607253802,2.607253802
giddy,3.490881336,3.490881336
gifted,3.279433522,3.279433522
gigantic,2.560031687,2.560031687
gilded,4.485367641,4.485367641
gilt,5,5
gimpy,2,2
gingerly,4.239183994,4.239183994
girlish,2.511062761,2.511062761
give or take,3.382038238,3.382038238
glacial,2.600381457,2.600381457
glacially,4,4
glad,3.107116348,3.107116348
gladly,2.677693807,2.677693807
glamorous,3.084536518,3.084536518
glamourous,3.17678063,3.17678063
glaring,2.052431107,2.052431107
glaringly,1.864758142,1.864758142
glassed,3,3
glassy,2,2
glazed,5,5
gleaming,2.977037542,2.977037542
gleeful,2.336404306,2.336404306
gleefully,2.001442962,2.001442962
glib,1.966391621,1.966391621
glibly,2.086486642,2.086486642
glittering,2.412891756,2.412891756
global,3.261993809,3.261993809
globally,3.934891185,3.934891185
globular,2,2
gloomily,5,5
gloomy,2.565259293,2.565259293
glorified,2.317068104,2.317068104
glorious,2.920841227,2.920841227
gloriously,3.60589413,3.60589413
glossy,2.814811406,2.814811406
gloved,4.386034674,4.386034674
glowing,2.252997477,2.252997477
glowingly,1,1
glum,5,5
glumly,3,3
gluttonous,3.383191835,3.383191835
gluttonously,2.086486642,2.086486642
gnarled,5,5
gnostic,2.52165978,2.52165978
goaded,3,3
god knows how,2.275125336,2.275125336
god-awful,1.457750965,1.457750965
god-fearing,2.815236416,2.815236416
goddam,2.918209068,2.918209068
goddamn,2.347355792,2.347355792
goddamned,3.622477466,3.622477466
godforsaken,1.977473754,1.977473754
godless,2.976200555,2.976200555
godlike,2.173831707,2.173831707
godly,5,5
gold-colored,2,2
gold,2.859064696,2.859064696
golden,2.970104127,2.970104127
gone,4,4
good and,3.146897051,3.146897051
good enough,2.546537358,2.546537358
good for you,2.697263568,2.697263568
good-for-nothing,1.72522749,1.72522749
good-hearted,2.759979273,2.759979273
good-humored,5,5
good-looking,1.816166957,1.816166957
good-natured,3.268515143,3.268515143
good-naturedly,3.541234481,3.541234481
good,3.088074578,2.690176481
goodish,4,4
goody-goody,3.371104373,3.371104373
gooey,2.884844719,2.884844719
goofy,2.498371899,2.498371899
gorgeous,2.82170089,2.82170089
gorgeously,4.149598187,4.149598187
gormless,5,5
gory,2.796110162,2.796110162
gossipy,2.895538299,2.895538299
gothic,3.238857169,3.238857169
governmental,3.156244705,3.156244705
graceful,2.793877952,2.793877952
gracefully,2.949094109,2.949094109
graceless,1,1
gracelessly,1,1
gracious,3.171748779,3.171748779
graciously,2.756817273,2.756817273
graded,4,4
gradual,2.942584014,2.942584014
gradually,3.217649007,3.217649007
graduate,3.102015666,3.102015666
grainy,4,4
grammatical,2.430593514,2.430593514
grammatically,1.774248107,1.774248107
grand,2.709782634,2.709782634
grandiloquent,5,5
grandiloquently,1,1
grandiose,2.721428371,2.721428371
grandly,3.679274827,3.679274827
granitic,5,5
graphic,2.733245579,2.733245579
graphical,2.53276986,2.53276986
graphically,2.48040515,2.48040515
grassy,2,2
grateful,3.588699263,3.588699263
gratefully,3.550712007,3.550712007
gratifying,3.785204705,3.785204705
grating,2.03546477,2.03546477
gratingly,1,1
gratuitous,2.584110144,2.584110144
gratuitously,2.284744667,2.284744667
grave,3.202598272,3.202598272
gravely,3.045274633,3.045274633
gravitational,2.904151288,2.904151288
gray-haired,5,5
gray,3.03476384,3.03476384
greased,5,5
greasy,2.405336226,2.405336226
great,3.410366438,3.410366438
greater,3.154166273,3.154166273
greatest,3.378228103,3.378228103
greatly,2.890589943,2.890589943
greedily,4.239183994,4.239183994
greedy,2.526461168,2.526461168
greek orthodox,5,5
greek,2.841935669,2.841935669
green-eyed,4.386034674,4.386034674
green,3.01441966,3.01441966
greenish,5,5
gregarious,2.405336226,2.405336226
gregorian,5,5
grief-stricken,2.554986914,2.554986914
grieving,3.462225274,3.462225274
grievous,3.668377148,3.668377148
grilled,3.911726269,3.911726269
grim,3.16587762,3.16587762
grimly,1.869358459,1.869358459
grimy,3.007331415,3.007331415
gripping,3.595051337,3.595051337
grisly,2.940971335,2.940971335
gristly,4,4
gritty,3.225408288,3.225408288
grizzled,4,4
grizzly,3.449876208,3.449876208
groggy,5,5
groovy,1.807899072,1.807899072
gross,2.160528534,2.160528534
grossly,2.102754689,2.102754689
grotesque,2.602533112,2.602533112
grotesquely,2.788264739,2.788264739
grotty,1,1
grouchy,3.161286092,3.161286092
groundbreaking,3.04406884,3.04406884
groundless,2.12584132,2.12584132
grovelling,3.541234481,3.541234481
grown,2.724894408,2.724894408
grownup,2.459234459,2.459234459
grubby,4.041827698,4.041827698
grudging,2.029203084,2.029203084
grudgingly,2.523036855,2.523036855
grueling,2.534879255,2.534879255
gruelling,3.541234481,3.541234481
gruesome,2.86875442,2.86875442
gruesomely,3.465271115,3.465271115
gruff,3.299327068,3.299327068
gruffly,4.386034674,4.386034674
grumpy,2.822116243,2.822116243
grungy,4.386034674,4.386034674
guardedly,3,3
guileless,3.371104373,3.371104373
guilt-ridden,2.753334266,2.753334266
guiltily,3.170793013,3.170793013
guiltless,2.550868323,2.550868323
guilty,2.950157067,2.950157067
gullible,2.423059558,2.423059558
gummy,2.918209068,2.918209068
gung ho,2.654209862,2.654209862
gushing,4.386034674,4.386034674
gushy,2.579332765,2.579332765
gustatory,3.17188369,3.17188369
gutless,1.851302803,1.851302803
gutsy,3.507190578,3.507190578
guttural,3,3
habitable,3.679274827,3.679274827
habited,5,5
habitual,2.654209862,2.654209862
habitually,1.72522749,1.72522749
hackneyed,1.826502839,1.826502839
hair-raising,4.053508381,4.053508381
haired,2.299854035,2.299854035
hairless,2.907975487,2.907975487
hairy,2.536632378,2.536632378
half dozen,2.909570772,2.909570772
half-baked,1.782706191,1.782706191
half-bred,4,4
half-breed,1,1
half-crazed,4,4
half-dozen,3.478789035,3.478789035
half-hearted,1.798634162,1.798634162
half-heartedly,2.682114715,2.682114715
half-witted,1,1
half,2.889892754,2.654028271
halfhearted,5,5
halfway,2.239235133,2.713353377
hallowed,2.695257454,2.695257454
hallucinatory,3.94502801,3.94502801
hallucinogenic,4.386034674,4.386034674
halting,3.753458102,3.753458102
haltingly,3.164366113,3.164366113
ham-fisted,1.997269972,1.997269972
ham-handed,1.612313273,1.612313273
hammy,2.72678161,2.72678161
hand and foot,3.326099916,3.326099916
hand in hand,3.362668997,3.362668997
hand over fist,1,1
hand to hand,3.371104373,3.371104373
hand-crafted,1.466403084,1.466403084
hand-me-down,2.552620897,2.552620897
hand-to-hand,3.227825753,3.227825753
handed-down,5,5
handheld,5,5
handicapped,2.822009421,2.822009421
handily,2.747456096,2.747456096
hands down,3.984161533,3.984161533
hands-down,4.398594595,4.398594595
hands-on,4.386034674,4.386034674
handsome,2.668719092,2.668719092
handsomely,4.386034674,4.386034674
handwritten,1.823538297,1.823538297
handy,3.397042178,3.397042178
haphazard,2.467557894,2.467557894
haphazardly,1.654278172,1.654278172
hapless,2.463348517,2.463348517
happily,2.83755041,2.83755041
happy-go-lucky,2.666478178,2.666478178
happy,3.082249228,3.082249228
hard put,3.889390775,3.889390775
hard to please,2.943805929,2.943805929
hard up,2.084049973,2.084049973
hard-and-fast,5,5
hard-bitten,4,4
hard-boiled,4.386034674,4.386034674
hard-core,3.511832091,3.511832091
hard-fought,3.371104373,3.371104373
hard-hitting,2.833175902,2.833175902
hard-line,1.697155506,1.697155506
hard-nosed,2.322197275,2.322197275
hard-pressed,2.947757332,2.947757332
hard,2.880787507,2.846730265
hardbacked,1,1
hardbound,2.12584132,2.12584132
hardened,3.399298051,3.399298051
hardhearted,2,2
hardly a,2.337047913,2.337047913
hardly,2.712134136,2.712134136
hardscrabble,4.239183994,4.239183994
hardy,3.111827997,3.111827997
harebrained,2,2
harmful,2.96098759,2.96098759
harmless,2.381856695,2.381856695
harmlessly,4,4
harmonious,3.661935581,3.661935581
harmoniously,2.768682371,2.768682371
harmonized,3,3
harnessed,5,5
harrowing,3.614161541,3.614161541
harsh,2.779808374,2.779808374
harshly,2.741597119,2.741597119
hasidic,5,5
hastily,2.519324699,2.519324699
hasty,2.724577218,2.724577218
hated,2.278089603,2.278089603
hateful,2.233090323,2.233090323
hatefully,2.697322922,2.697322922
haughty,2.938015473,2.938015473
hawaiian,4.211908305,4.211908305
hazardous,3.488269766,3.488269766
hazily,5,5
hazy,2.713279593,2.713279593
head and shoulders above,1.753996714,1.753996714
head over heels,2.942991894,2.942991894
head-on,1.697155506,1.697155506
head-to-head,4,4
headfirst,1.982894998,1.982894998
headless,2.647586336,2.647586336
headlong,2.922151715,2.922151715
headstrong,3.145973617,3.145973617
heady,2.961116215,2.961116215
healthful,5,5
healthily,3,3
healthy,2.700969112,2.700969112
heart and soul,3.195083174,3.195083174
heart-to-heart,3.679274827,3.679274827
heartbreaking,3.729194646,3.729194646
heartbroken,3.354690506,3.354690506
heartening,2,2
heartfelt,3.682264863,3.682264863
heartily,3.232732091,3.232732091
heartless,2.961955471,2.961955471
heartrending,5,5
heartwarming,4.028917001,4.028917001
hearty,3.552955907,3.552955907
heated up,2.614568191,2.614568191
heated,3.115492085,3.115492085
heatedly,4.386034674,4.386034674
heathen,3.541234481,3.541234481
heavenly,4.041827698,4.041827698
heavily,2.6159006,2.6159006
heavy-duty,1.636118526,1.636118526
heavy-handed,2.334971438,2.334971438
heavy,2.958117239,2.958117239
hebrew,5,5
hectic,3.307580465,3.307580465
hedonic,5,5
hedonistic,2.748452139,2.748452139
heedless,2.554986914,2.554986914
hefty,2.782971778,2.782971778
heinous,1.88725818,1.88725818
heinously,2.322197275,2.322197275
held,4.239183994,4.239183994
