Word,ExpectedRate
COOKING,2
cool,1
cool stuff,3
COOLER,2
COOLEST,3
COOOL,2
COP,1
COPS,1
COPY,1
CORAZON,1
CORN,2
CORNER,1
cornered,-2
corpse,-1
CORRECT,2
COS,0
COSAS,1
COST,0
COSTA,1
costly,-2
COUCH,1
COUGH,-1
COUGHING,-2
COULDNT,0
COULD'VE,-1
COUNT,1
COUNTDOWN,2
COUNTING,1
COUNTRY,1
COUNTY,1
COUPLE,1
courage,2
courageous,2
COURSE,2
COURSEWORK,0
COURT,1
courteous,2
courtesy,2
COUSIN,1
COUSINS,1
COVER,2
COVERED,1
COVERS,1
cover-up,-3
COW,1
coward,-2
cowardly,-2
COWO,1
COWOK,1
COY,1
COZ,0
coziness,2
CPET,1
CPT,1
CRACK,1
CRACKED,0
CRACKING,2
cramp,-1
CRAMPS,-2
crap,-3
CRAPPY,-1
crash,-2
CRASHED,-1
CRAVING,0
crazier,-2
craziest,-2
crazy,-2
CREAM,1
CREATE,1
CREATED,2
CREATING,2
creative,2
CREDIT,1
CREEPY,1
CREER,0
crestfallen,-2
CREW,2
CRIB,1
CRICKET,1
cried,-2
cries,-2
crime,-3
criminal,-3
criminals,-3
crisis,-3
CRITA,0
critic,-2
criticism,-2
criticize,-2
criticized,-2
criticizes,-2
criticizing,-2
critics,-2
CROSS,1
CROSSED,2
CROWD,1
cruel,-3
cruelty,-3
CRUISE,1
CRUNCH,1
crush,-1
crushed,-2
crushes,-1
crushing,-1
cry,-1
crying,-2
CRYSTAL,1
CSI,1
CTFU,1
CUACA,1
CUALQUIER,1
CUANTO,0
CUARTO,0
CUCI,1
CUD,0
CUDDLE,0
CUDDLING,1
CUENTA,0
CUENTO,1
CUKUP,1
CULPA,-1
CUM,1
CUMA,0
CUMAN,0
CUMPLE,2
cunt,-5
CUP,1
CUPCAKE,1
CUPCAKES,2
CUPPA,2
CUPS,1
CURE,1
CURHAT,0
curious,1
CURLY,1
CURRENT,1
CURRENTLY,1
CURRY,1
curse,-1
CURSO,1
CUS,1
CUSTOMER,1
CUSTOMERS,1
cut,-1
cute,2
CUTEST,2
CUTIE,3
cuts,-1
cutting,-1
CUY,1
CUZ,1
CYA,2
cynic,-2
cynical,-2
cynicism,-2
CYRUS,2
DAAR,1
DAARNA,2
DACHT,1
DAD,1
DADDY,1
DADO,0
DADS,1
DAERAH,1
DAFTAR,1
DAGJE,1
DAH,1
DAHA,2
DAI,1
DAILY,1
DAK,0
DALAM,1
DALE,2
DALLAS,1
DAM,0
damage,-3
damages,-3
DAMAI,2
DAME,1
DAMMIT,-1
damn,-4
damned,-4
damnit,-4
DANCING,2
DANG,0
danger,-2
DANGEROUS,1
DANI,1
DANIEL,1
DANK,3
DANKE,4
DANNY,1
DAPAT,1
DAPET,1
DAQUI,1
DAR,0
DARAH,0
DARE,2
daredevil,2
daring,2
DARIPADA,1
DARK,1
darkest,-2
darkness,-1
DARL,1
DARLING,2
DARN,0
DASAR,1
DATA,0
DATANG,1
DATE,2
DATENG,0
DATES,1
DATING,1
DATS,1
DAUGHTER,1
dauntless,2
DAVE,1
DAVID,1
DAW,1
DAWN,1
DAY,1
DAYLIGHT,1
DAYS,1
DAYY,2
DAYYY,2
DDE,2
DEA,1
dead,-3
DEADLINE,0
deadlock,-2
deafening,-1
DEAL,1
DEAN,1
dear,2
dearly,3
death,-2
DEBATE,1
DEBE,1
DEBO,0
debonair,2
debt,-2
deceit,-3
deceitful,-3
deceive,-3
deceived,-3
deceives,-3
deceiving,-3
DECEMBER,1
DECENT,1
deception,-3
DECH,1
DECIDE,1
DECIR,0
DECISION,1
DECISIONS,1
decisive,1
DECK,1
DEDE,1
dedicated,2
DEE,1
DEEEH,0
DEEH,0
DEEP,1
DEF,1
defeated,-2
defect,-3
defects,-3
defender,2
defenders,2
defenseless,-2
defer,-1
deferring,-1
DEFF,1
defiant,-1
deficit,-2
DEFINATELY,2
DEFINITELY,2
DEFINITIVAMENTE,0
DEFO,1
DEG,1
degrade,-2
degraded,-2
degrades,-2
DEGREE,1
DEGREES,1
DEH,1
DEHH,0
dehumanize,-2
dehumanized,-2
dehumanizes,-2
dehumanizing,-2
DEI,1
DEIXA,0
DEIXAR,1
DEIXOU,-1
DEJA,0
DEJAR,0
DEJE,0
deject,-2
dejected,-2
dejecting,-2
dejects,-2
DEJO,0
DEK,2
DEKAT,1
DEKET,1
delay,-1
delayed,-1
DELETE,0
DELETED,0
DELICIOUS,2
delight,3
delighted,3
delighting,3
delights,3
DELIVER,1
DELIVERED,1
DELIVERY,1
DEMAM,-1
demand,-1
demanded,-1
demanding,-1
demands,-1
DEMASIADO,0
DEMI,1
DEMO,1
demonstration,-1
demoralized,-2
DENGAN,1
DENGER,0
DENGERIN,1
denied,-2
denier,-2
deniers,-2
denies,-2
DENK,1
denounce,-2
denounces,-2
DENOVO,0
DENTIST,-1
deny,-2
denying,-2
DEPENDS,2
DEPOIS,1
DEPOK,1
depressed,-2
depressing,-2
derail,-2
derailed,-2
derails,-2
DERBY,1
deride,-2
derided,-2
derides,-2
deriding,-2
derision,-2
DESAYUNO,1
DESCANSAR,2
DESCRIBE,1
DESCULPA,-1
DESEO,1
DESERVE,2
DESERVED,2
DESERVES,2
DESFILE,1
DESIGN,1
desirable,2
desire,1
desired,2
desirous,2
DESK,0
DESKTOP,1
despair,-3
despairing,-3
despairs,-3
desperate,-3
desperately,-3
DESPITE,1
despondent,-3
DESPUES,1
DESSA,0
DESSERT,2
destroy,-3
destroyed,-3
destroying,-3
destroys,-3
destruction,-3
destructive,-3
detached,-1
DETAILS,2
detain,-2
detained,-2
detention,-2
determined,2
DETROIT,1
DEU,-1
DEUS,0
DEV,1
devastate,-2
devastated,-2
devastating,-2
DEVIL,1
devoted,3
DEW,1
DEWASA,2
DEY,1
DEZE,1
DGN,1
DIAA,2
DIAAA,2
DIAJAK,0
diamond,1
DIAN,1
DIANA,1
DIARIES,1
DIAS,1
DIBALES,0
DIBILANG,0
DICEN,1
DICES,0
DICH,1
DICHO,1
dick,-4
dickhead,-4
die,-3
died,-3
DIEGO,1
DIEM,0
DIERON,0
DIET,0
DIFF,1
DIFFERENCE,1
DIFFERENT,1
difficult,-1
diffident,-2
DIFICIL,-1
DIGA,1
DIGAS,0
DIGO,1
DIH,0
DIIA,2
DIIIA,3
DIJE,0
DIJO,0
DIK,1
DIKASIH,1
DIKIT,1
DIL,1
dilemma,-1
DIMANA,1
DIME,1
DINDA,1
DINERO,0
DING,1
DINGEN,1
DINGIN,0
DINNER,2
DINSDAG,1
DIO,0
DIOS,1
DIP,1
dipshit,-3
DIR,2
dire,-3
DIRECT,1
DIRECTION,1
DIRECTORS,1
direful,-3
DIRI,1
DIRIKU,0
DIRIMU,1
dirt,-2
dirtier,-2
dirtiest,-2
dirty,-2
DIRUMAH,0
DIS,1
disabling,-1
disadvantage,-2
disadvantaged,-2
DISANA,1
disappear,-1
disappeared,-1
disappears,-1
disappoint,-2
disappointed,-2
disappointing,-2
disappointment,-2
disappointments,-2
disappoints,-2
disaster,-2
disasters,-2
disastrous,-3
disbelieve,-2
discard,-1
discarded,-1
discarding,-1
discards,-1
DISCO,1
disconsolate,-2
disconsolation,-2
discontented,-2
discord,-2
DISCOUNT,2
discounted,-1
discouraged,-2
DISCOVERED,1
discredited,-2
disdain,-2
DISFRUTA,2
DISFRUTAR,2
disgrace,-2
disgraced,-2
disguise,-1
disguised,-1
disguises,-1
disguising,-1
disgust,-3
disgusted,-3
disgusting,-3
disheartened,-2
DISHES,1
dishonest,-2
disillusioned,-2
disinclined,-2
DISINI,0
disjointed,-2
dislike,-2
dismal,-2
dismayed,-2
DISNEY,1
DISNEYLAND,1
disorder,-2
disorganized,-2
disoriented,-2
disparage,-2
disparaged,-2
disparages,-2
disparaging,-2
displeased,-2
dispute,-2
disputed,-2
disputes,-2
disputing,-2
disqualified,-2
disquiet,-2
disregard,-2
disregarded,-2
disregarding,-2
disregards,-2
disrespect,-2
disrespected,-2
disruption,-2
disruptions,-2
disruptive,-2
dissatisfied,-2
DISTANCE,1
distort,-2
distorted,-2
distorting,-2
distorts,-2
distract,-2
distracted,-2
distraction,-2
distracts,-2
distress,-2
distressed,-2
distresses,-2
distressing,-2
distrust,-3
distrustful,-3
disturb,-2
disturbed,-2
disturbing,-2
disturbs,-2
DISURUH,0
dithering,-2
DITINGGAL,-1
DITO,1
DITTO,1
DITUNGGU,3
DIVA,2
DIVERTIDO,1
dizzy,-1
DKT,1
DLL,1
DLM,1
DLU,1
DMANA,1
DMN,1
DMNA,1
DMS,1
DNG,1
DNK,1
DNT,0
DOA,2
DOAIN,2
DOAKAN,2
DOANG,0
DOANK,0
DOANYA,3
DOC,0
DOCTOR,0
DOCTORS,-1
DOCUMENTARY,1
dodging,-2
dodgy,-2
DOE,1
DOENTE,-2
does not work,-3
DOESNT,0
DOG,0
DOGS,1
DOI,0
DOIN,1
DOKTER,0
DOLL,2
DOLLAR,1
DOLLARS,1
DOLOR,-2
dolorous,-2
DOM,1
DOMINGO,1
DON,1
DONATE,1
DONE,2
DONG,1
DONGG,1
DONGGG,0
DONGS,1
DONK,1
DONT,0
dont like,-2
DONUTS,1
DOO,1
DOOD,-1
doom,-2
doomed,-2
DOONG,1
DOOO,1
DOOONG,0
DOOR,1
DOORS,1
DOPE,3
DOR,-2
DORMI,0
DORMINDO,0
DORMIR,1
DORMIRE,1
DOSA,0
DOSE,1
DOSEN,0
DOT,1
DOUBLE,1
doubt,-1
doubted,-1
doubtful,-1
doubting,-1
doubts,-1
douche,-3
douchebag,-3
DOUCHEN,1
DOUGIE,-1
downcast,-2
downhearted,-2
DOWNLOAD,1
DOWNLOADED,1
DOWNLOADING,1
downside,-2
DOWNSTAIRS,0
DOWNTOWN,2
DOY,1
DPN,0
DPS,1
DPT,1
DRAFT,1
drag,-1
dragged,-1
DRAGON,1
drags,-1
drained,-2
DRAW,1
DRAWING,1
dread,-2
dreaded,-2
dreadful,-3
dreading,-2
dream,1
DREAMING,1
dreams,1
dreary,-2
DRESS,1
DRESSED,1
DRESSES,2
DREW,1
DRI,1
DRINK,1
DRINKEN,2
DRINKIN,1
DRINKING,1
DRINKS,2
DRIVE,1
DRIVER,1
DRIVERS,1
DRIVING,1
DRMH,0
DROGA,-2
droopy,-2
drop,-1
DROPPED,0
DROPPING,1
DROVE,1
drown,-2
drowned,-2
drowns,-2
DRPD,1
DRTD,0
DRUG,1
DRUGS,1
DRUK,1
DRUM,1
drunk,-2
DRY,0
DSNI,0
DTG,0
DUA,1
DUAS,0
dubious,-2
DUBLIN,1
DUCK,1
dud,-2
DUDA,1
DUDE,1
DUDES,1
DUDUK,1
DUELE,-2
DUH,0
DUIT,0
DUKE,2
DUKUNG,1
DULCE,1
dull,-2
DULU,1
DULUAN,1
dumb,-3
dumbass,-3
dump,-1
dumped,-2
dumps,-1
DUN,1
DUNIA,2
DUNK,1
DUNNO,0
dupe,-2
duped,-2
DURMI,0
DUTY,1
DVD,1
DVR,1
DWN,1
DYA,0
DYE,1
DYING,0
dysfunction,-2
EAE,2
eager,2
EAR,0
EARLIER,1
EARLY,0
earnest,2
EARS,0
EARTH,1
EARTHQUAKE,0
ease,2
EASIER,1
EASILY,1
EAST,1
EASTER,1
easy,1
EAT,1
EATEN,0
EATING,1
EBAY,0
ECHO,0
ECHT,0
ecstatic,4
EDGE,1
EDIT,1
EDITING,1
EDITION,1
EDUCATION,1
EDWARD,1
EEE,1
EEH,1
EENS,1
eerie,-2
EERST,1
EERSTE,1
eery,-2
EFF,0
EFFECT,1
effective,2
effectively,2
EFFIN,0
EFFORT,1
EGG,1
EGGS,1
EGO,2
EGT,-1
EHEHE,2
EHEM,1
EHH,1
EHHH,1
EHM,1
EIGENLIJK,1
EINDELIJK,2
EITHER,0
elated,3
elation,3
ELECTRIC,1
elegant,2
elegantly,2
ELF,1
ELKAAR,1
ELLA,1
ELLO,2
ELO,0
ELSE,1
ELU,0
EMAIL,1
E-MAIL,1
EMAILS,1
EMAK,0
EMANG,0
embarrass,-2
embarrassed,-2
embarrasses,-2
embarrassing,-2
embarrassment,-2
embittered,-2
embrace,1
emergency,-2
EMG,0
EMILY,1
EMINEM,1
EMM,1
EMMA,2
EMNG,0
EMO,0
EMOSI,0
EMOTIONAL,0
empathetic,2
EMPEZAR,1
EMPIEZA,1
emptiness,-1
empty,-1
ENAK,0
ENAKNYA,1
ENCANTA,2
ENCANTO,2
enchanted,2
ENCONTRAR,1
encourage,2
encouraged,2
encouragement,2
encourages,2
ENCUENTRO,-1
END,1
ENDED,0
ENDING,0
endorse,2
endorsed,2
endorsement,2
endorses,2
ENDS,1
enemies,-2
enemy,-2
energetic,2
ENERGY,0
ENFIM,1
ENG,1
engage,1
engages,1
ENGGA,0
ENGGAK,0
ENGKAU,1
ENGLAND,1
ENGLISH,1
engrossed,1
enjoy,2
ENJOYED,3
enjoying,2
enjoys,2
ENK,0
enlighten,2
enlightened,2
enlightening,2
enlightens,2
ennui,-2
ENOUGH,1
enrage,-2
enraged,-2
enrages,-2
enraging,-2
enrapture,3
ENSERIO,0
enslave,-2
enslaved,-2
enslaves,-2
ensure,1
ensuring,1
ENTAH,0
ENTAR,1
ENTENDI,0
ENTER,1
enterprising,1
ENTERTAIN,1
entertaining,2
ENTERTAINMENT,1
enthral,3
enthusiastic,3
ENTIENDO,0
ENTIRE,1
entitled,1
ENTRA,0
ENTRAR,0
ENTRO,0
entrusted,2
ENVIDIA,0
envies,-1
envious,-2
envy,-1
envying,-1
ENZO,1
EPIC,1
EPISODE,1
EPISODES,0
EQUIPO,1
ERG,0
ERIC,1
ERIN,2
ERM,1
ERR,1
ERRANDS,1
erroneous,-2
error,-2
errors,-2
ERRR,0
ESAS,1
escape,-1
escapes,-1
escaping,-1
ESCOLA,0
ESCUCHANDO,2
ESCUCHAR,1
ESCUELA,0
ESO,0
ESOK,1
ESOS,0
ESP,1
ESPECIAL,2
ESPECIALLY,1
ESPERA,1
ESPERANDO,1
ESPERAR,1
ESPERO,1
ESPN,1
ESQUE,0
ESQUECI,-1
ESSAYS,0
ESTAS,1
esteemed,2
ESTO,0
ESTOS,0
ESTUDAR,0
ESTUDIAR,0
ESTUVO,1
ETA,1
ETC,1
ETEN,2
ethical,2
euphoria,3
euphoric,4
EURO,1
EUROPE,1
EUY,0
EVA,1
EVE,1
EVEN,0
EVENING,2
EVENT,1
EVENTS,1
EVENTUALLY,1
EVER,1
EVERRR,2
EVERY,1
EVERY1,1
EVERYBODY,2
EVERYDAY,1
EVERYONE,2
EVERYTHING,1
EVERYTIME,1
EVERYWHERE,0
EVET,2
eviction,-1
evil,-3
EWW,0
EWWW,-1
EXACT,1
EXACTLY,1
exaggerate,-2
exaggerated,-2
exaggerates,-2
exaggerating,-2
EXAM,0
EXAMEN,0
EXAMPLE,2
EXAMS,0
exasperated,2
EXCELENTE,3
excellence,3
excellent,3
EXCEPT,0
EXCHANGE,1
excite,3
excited,3
excitement,3
exciting,3
exclude,-1
excluded,-2
exclusion,-1
exclusive,2
excuse,-1
exempt,-1
EXERCISE,1
exhausted,-2
exhilarated,3
exhilarates,3
exhilarating,3
EXIST,0
EXISTE,1
EXIT,2
exonerate,2
exonerated,2
exonerates,2
exonerating,2
expand,1
expands,1
EXPECT,1
EXPECTED,1
EXPECTING,1
expel,-2
expelled,-2
expelling,-2
expels,-2
EXPENSIVE,-1
EXPERIENCE,1
EXPLAIN,1
exploit,-2
exploited,-2
exploiting,-2
exploits,-2
exploration,1
explorations,1
EXPO,1
expose,-1
exposed,-1
exposes,-1
exposing,-1
EXPRESS,1
extend,1
extends,1
EXTRA,1
EXTREME,0
EXTREMELY,0
exuberant,4
exultant,3
exultantly,3
EYE,0
EYEBROWS,1
EYES,0
FAB,2
fabulous,4
FACE,1
FACEBOOK,1
FACIAL,1
FACIL,1
FACT,1
FACTOR,2
FACTORY,1
FACTS,2
fad,-2
fag,-3
faggot,-3
faggots,-3
fail,-2
failed,-2
failing,-2
fails,-2
failure,-2
failures,-2
fainthearted,-2
fair,2
FAIRLY,2
faith,1
faithful,3
fake,-3
fakes,-3
faking,-3
FALA,0
FALANDO,0
FALAR,0
FALEI,0
FALL,0
fallen,-2
falling,-1
FALLS,1
FALO,0
FALOU,0
falsified,-3
falsify,-3
FALTA,0
FALTAN,1
FAM,2
fame,1
FAMILIA,2
FAMILIAR,2
FAMILY,1
FAMOUS,1
fan,3
FANCY,1
FANS,1
fantastic,4
FANTASY,1
FAR,1
farce,-1
FARM,1
fascinate,3
fascinated,3
fascinates,3
fascinating,3
fascist,-2
fascists,-2
FASHION,2
FAST,0
FASTER,1
FAT,0
fatalities,-3
fatality,-3
FATHER,1
fatigue,-2
fatigued,-2
fatigues,-2
fatiguing,-2
FAULT,0
FAV,2
FAVE,2
favor,2
favored,2
favorite,2
favorited,2
favorites,2
favors,2
FAVOURITE,2
FAVS,2
FAZE,0
FCK,1
FDS,0
fear,-2
fearful,-2
fearing,-2
fearless,2
fearsome,-2
FEAT,2
FEATURE,1
FEB,1
FED,0
fed up,-3
feeble,-2
FEED,1
FEEDBACK,2
FEEL,0
FEELIN,0
feeling,1
FEELINGS,0
FEELS,1
FEEST,1
FEET,0
FEIRA,1
FELICIDAD,2
FELICIDADES,4
FELIZ,2
FELL,0
FELLOW,2
felonies,-3
felony,-3
FELT,1
FEMALE,2
FEMALES,2
FEO,-1
FER,1
FERIADO,1
fervent,2
fervid,2
FEST,1
FESTA,1
FESTIVAL,1
festive,2
FEVER,0
fiasco,-3
FICANDO,-1
FICOU,0
fidgety,-2
FIELD,1
FIESTA,1
FIETS,1
FIETSEN,0
FIFA,1
fight,-1
FIGHTING,1
FIGURE,1
FIGURED,2
FIJN,2
FIJNE,3
FILE,0
FILES,0
FILL,1
FILLED,1
FILLING,1
FILM,1
FILME,1
FILMING,1
FILMS,1
FINAL,1
FINALE,0
FINALLY,2
FINALMENTE,3
FINALS,0
FIND,0
FINDE,1
FINDING,1
fine,2
FINGER,0
FINGERS,1
FINISH,1
FINISHED,1
FINNA,2
FIR,1
fire,-2
fired,-2
firing,-2
FIRST,1
FISH,1
FISIKA,1
fit,1
fitness,1
FITS,1
FIVE,1
FIX,0
FIXED,1
FIXIE,0
FIXING,1
flagship,2
FLASH,0
FLAT,0
flees,-1
FLIGHT,1
FLIGHTS,0
FLIP,1
FLOOR,1
flop,-2
flops,-2
FLOR,2
FLORIDA,1
FLOW,2
FLOWER,2
FLOWERS,1
flu,-2
flustered,-2
FLY,1
FLYING,1
FML,-2
FOCUS,1
focused,2
FODA,0
FOKUS,2
FOLBACK,4
FOLBEK,4
FOLKS,2
FOLL,4
FOLLBACK,4
FOLLBACKNYA,5
FOLLOW,3
FOLLOWBACK,4
FOLLOWED,3
FOLLOWER,2
FOLLOWERS,2
FOLLOWIN,2
FOLLOWING,2
FOLLOWNYA,5
FOLLOWS,2
FOME,-1
fond,2
fondness,2
FONE,0
FOOD,1
FOODS,1
fool,-2
foolish,-2
fools,-2
FOOT,0
FOOTBALL,1
forced,-1
foreclosure,-2
foreclosures,-2
FOREST,2
FOREVER,1
forget,-1
forgetful,-2
FORGETTING,0
forgive,1
forgiving,1
FORGOT,0
forgotten,-1
FORM,1
FORMA,1
FORREAL,1
FORT,1
fortunate,2
FORUM,1
FORWARD,1
FOSSE,-1
FOTO,1
FOTONYA,1
FOTOS,1
FOUND,1
FOUR,1
FOX,1
FRANCE,1
FRANCISCO,1
FRANKIE,0
frantic,-1
fraud,-4
frauds,-4
fraudster,-4
fraudsters,-4
fraudulence,-4
fraudulent,-4
FREAK,1
FREAKIN,0
FREAKING,0
free,1
freedom,2
FREEZING,-1
FRENCH,1
FRENTE,1
frenzy,-3
fresh,1
FRI,0
FRIDAY,2
FRIDAYS,1
FRIDGE,1
FRIED,1
FRIEND,1
friendly,2
FRIENDS,1
FRIENDSHIP,1
FRIES,1
fright,-2
frightened,-2
frightening,-3
frikin,-2
FRINGE,1
FRIO,0
frisky,2
FRM,1
FRONT,1
frowning,-1
FROZEN,0
FRUIT,1
frustrate,-2
frustrated,-2
frustrates,-2
frustrating,-2
frustration,-2
FRY,1
ftw,3
fuck,-4
fucked,-4
fucker,-4
fuckers,-4
fuckface,-4
fuckhead,-4
FUCKIN,0
fucking,-4
fucktard,-4
fud,-3
FUERTE,0
fuked,-4
fuking,-4
fulfill,2
fulfilled,2
fulfills,2
FULL,1
FULLY,1
fuming,-2
fun,4
funeral,-1
funerals,-1
funky,2
FUNN,2
funnier,4
FUNNIEST,2
FUNNN,2
funny,4
furious,-3
futile,2
FUTSAL,1
FUTURE,2
FYI,2
GAA,0
GAADA,-1
GABISA,-1
GADA,-1
gag,-2
GAGA,1
GAGAL,-1
gagged,-2
GAH,-1
gain,2
gained,2
gaining,2
gains,2
GAJADI,-1
GAK,0
GAL,2
GALAU,0
GALAXY,1
GALERA,2
GALING,3
gallant,3
gallantly,3
gallantry,3
GAMAU,-1
GAME,1
GAMES,1
GAMPANG,1
GAN,1
GANA,1
GANAR,1
GANAS,0
GANDA,3
GANG,1
GANGGU,1
GANO,1
GANTENG,2
GAPAPA,1
GAPERNAH,2
GARA,-1
GARA2,-1
GARAGE,1
GARDEN,1
GARGANTA,-2
GARLIC,2
GARY,1
GAS,0
GASUKA,2
GATAU,0
GAUL,1
GAUSAH,1
GAVE,1
GAY,1
GAYA,1
GBU,5
GEAR,1
GEDAAN,1
GEDE,0
GEE,1
GEEK,2
GEEZ,0
GEFELICITEERD,3
GEGETEN,2
GEHAD,1
GEK,0
GEL,1
GELAP,0
GELD,1
GELIJK,1
GELUKKIG,2
GEMIST,-1
GEN,1
GENDUT,0
GENERAL,1
generous,2
genial,3
GENIUS,2
GENOEG,1
GEORGE,1
GEORGIA,1
GEREJA,1
GERMAN,1
GERMANY,1
GESLAPEN,1
GET,1
GETS,1
GETTIN,1
GETTING,1
GEWEEST,1
GEWELDIG,2
GEWONNEN,2
GEWOON,1
GEWORDEN,1
GEZELLIG,3
GEZIEN,1
GGA,0
ghost,-1
GIANT,1
GIBI,2
giddy,-2
gift,2
GIFTS,2
GIG,2
GIGI,0
GIGS,1
GIH,0
GILA,0
GILIRAN,0
GIMANA,0
GIMME,1
GIN,1
GING,1
GINGER,1
GINI,-1
GIRL,2
GIRLFRIEND,1
GIRLIE,2
GIRLS,2
GIRLY,2
GISTER,1
GISTEREN,1
GIT,1
GITAR,1
GITU,0
GIVE,1
GIVEN,1
GIVES,1
GIVING,1
glad,3
glamorous,3
glamourous,3
GLASGOW,1
GLASS,1
GLASSES,0
glee,3
gleeful,3
GLOBAL,1
gloom,-1
gloomy,-2
glorious,2
glory,2
glum,-2
GMAIL,1
GMANA,0
GMN,0
GMNA,0
GMORNING,4
GNA,1
GNI,-1
GNIGHT,2
G'NIGHT,3
GNITE,2
GNT,1
GOAL,1
GOALS,2
god,1
goddamn,-3
GODS,1
godsend,4
GOED,2
GOEDE,2
GOEDEMORGEN,3
GOEIE,2
GOEIEMORGEN,2
GOES,1
GOIN,1
GOING,1
GOL,1
GOLD,2
GOLDEN,1
GOLF,1
GOMAWO,4
GOMEZ,1
GON,1
GONA,1
GONE,0
GONNA,1
GOO,1
good,3
GOODBYE,0
GOODLUCK,3
GOODMORNING,3
goodness,3
GOODNIGHT,3
GOODNITE,2
GOOGLE,1
GOOO,1
GOOOD,3
GORDA,0
GORENG,1
GORGEOUS,2
GOSH,0
GOSSIP,1
GOSTEI,2
GOSTO,1
GOT,1
GOTTA,1
GOTTEN,0
GOVERNMENT,1
GOWES,1
GPP,1
GR8,2
GRAAG,1
GRAB,2
grace,1
GRACIAS,3
gracious,3
GRAD,1
GRADE,2
GRADUATE,1
GRADUATION,1
GRAN,2
grand,3
GRANDE,1
GRANDMA,1
GRANDPA,0
GRANDPARENTS,1
GRANNY,1
grant,1
granted,1
granting,1
grants,1
GRAS,1
GRASS,1
grateful,3
gratification,2
GRATIS,1
grave,-2
GRAX,2
gray,-1
GRAZIE,4
great,3
greater,3
greatest,3
greed,-3
greedy,-2
GREEK,1
GREEN,1
green wash,-3
green washing,-3
greenwash,-3
greenwasher,-3
greenwashers,-3
greenwashing,-3
greet,1
greeted,1
greeting,1
greetings,2
greets,1
GRENADE,1
GREW,1
grey,-1
grief,-2
grieved,-2
GRILL,2
GRILLED,2
GRIND,1
GRIPE,-2
GROCERY,1
gross,-2
GROUND,1
GROUP,1
GROW,1
growing,1
GROWN,1
growth,2
GRR,-1
GRRR,-1
GTU,0
GUA,0
guarantee,1
GUD,2
GUESS,0
GUESSING,1
GUEST,2
GUIDE,1
guilt,-3
guilty,-3
GUITAR,1
gullibility,-2
gullible,-2
GUM,0
GUMP,2
gun,-1
GUNA,0
GUNNA,1
GURL,1
GURU,1
GUSTA,1
GUSTAN,1
GUSTO,1
GUT,2
GUTE,3
GUTEN,4
GUTTED,-2
GUY,1
GUYS,1
GUZEL,3
GWN,0
GWS,1
GYM,1
ha,2
HAA,1
HAAA,0
HAAR,1
HAAT,-1
HAB,1
HABER,0
HABIA,0
HABIS,0
HABLA,0
HABLAMOS,1
HABLANDO,1
HABLAR,0
HABLO,0
HACIA,1
HACK,0
hacked,-1
HADIR,2
HADUH,-1
HAGA,1
HAH,1
haha,3
HAHAA,1
HAHAAA,1
HAHAH,1
hahaha,3
HAHAHAA,1
hahahah,3
HAHAHAHA,1
HAHAHAHAH,1
HAHAHAHAHA,1
HAHAHAHAHAHA,1
HAHAHART,1
HAHAHHA,1
HAHART,1
HAHHA,1
HAHHAA,1
HAHHAHA,1
HAII,3
HAIII,2
hail,2
hailed,2
HAIR,1
HAIRCUT,1
HAL,1
HALA,1
HALEN,1
HALF,1
HALFWAY,0
HALL,1
HALLO,3
HALO,3
HALOO,3
HALOOO,3
HAM,1
HAMBRE,-1
HAND,1
HANDLE,1
HANDS,1
HANDSOME,2
HANG,1
HANGIN,2
HANGING,2
HANGOUT,1
HANGOVER,0
HANNAH,1
HANYA,1
HAPE,0
hapless,-2
haplessness,-2
HAPPEN,0
HAPPENED,0
HAPPENING,0
HAPPENS,1
HAPPIER,2
HAPPIEST,2
HAPPILY,2
happiness,3
HAPPPY,3
happy,3
HARAPAN,1
hard,-1
HARDCORE,1
HARDER,0
HARDEST,0
hardier,2
HARDLY,0
hardship,-2
hardy,2
HARE,1
HARGA,1
HARI,1
harm,-2
harmed,-2
harmful,-2
harming,-2
harms,-2
harried,-2
HARRY,2
harsh,-2
harsher,-2
harshest,-2
HARUS,1
HARUSNYA,0
HASHTAG,2
HASIL,1
HASILNYA,1
HASNT,-1
HAT,1
hate,-3
hated,-3
HATER,1
haters,-3
hates,-3
HATI,1
HATI2,2
HATIKU,1
hating,-3
haunt,-1
haunted,-2
haunting,1
haunts,-1
HAV,1
HAVENT,0
HAVIN,1
HAVNT,0
havoc,-2
HAWAII,1
HAYA,1
HAYO,1
HAYOO,1
HAYU,0
HAZ,0
HBD,4
HBS,0
HBU,3
HEAD,0
HEADACHE,-2
HEADING,1
HEADPHONES,0
HEADS,1
HEALTH,1
healthy,2
HEAR,1
HEARING,1
heartbreaking,-3
heartbroken,-3
heartfelt,3
HEARTS,1
HEAT,1
heaven,2
heavenly,4
heavyhearted,-2
HEBBEN,1
HEBT,1
HECHO,1
HECK,1
HEE,2
HEECHUL,-1
HEEE,1
HEEEY,2
HEEL,1
HEELS,1
HEEN,1
HEERLIJK,3
HEEY,3
HEH,1
HEHE,2
HEHEE,2
HEHEH,2
HEHEHE,2
HEHEHEH,2
HEHEHEHE,2
HEHERT,1
HEHHE,2
HEII,2
HEIN,1
HELAAS,-1
HELADO,0
HELD,1
HELE,0
HELEMAAL,0
hell,-4
HELLA,1
HELLO,3
HELLOO,3
HELLOOO,2
help,2
HELPED,2
